RoomType;Room_ID;hasCoordinate;Height;W;D;OpeningArea;WFR;v_out;T_out;Distance;T_10_ID;T_10;T_20_ID;T_20;T_30_ID;T_30;T_40_ID;T_40;T_50_ID;T_50;T_60_ID;T_60;T_70_ID;T_70;T_80_ID;T_80;T_90_ID;T_90;T_100_ID;T_100
Standard;:Standard_075;{-0.93, -0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;1,563018;Res_V_T10_174;0,07065;Res_V_T20_174;0,050225;Res_V_T30_174;0,047277;Res_V_T40_174;0,043768;Res_V_T50_174;0,024169;Res_V_T60_174;0,035865;Res_V_T70_174;0,020496;Res_V_T80_174;0,036886;Res_V_T90_174;0,026092;Res_V_T100_174;0,044367
Standard;:Standard_075;{-0.93, -0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;1,811912;Res_V_T10_175;0,074228;Res_V_T20_175;0,054381;Res_V_T30_175;0,05437;Res_V_T40_175;0,050385;Res_V_T50_175;0,028493;Res_V_T60_175;0,042337;Res_V_T70_175;0,016997;Res_V_T80_175;0,039697;Res_V_T90_175;0,023628;Res_V_T100_175;0,045727
Standard;:Standard_075;{-0.93, 0.0, -0.3};2;3,5;4;0,75;0,0534;3;5;2,074373;Res_V_T10_176;0,074323;Res_V_T20_176;0,057735;Res_V_T30_176;0,060407;Res_V_T40_176;0,05628;Res_V_T50_176;0,034462;Res_V_T60_176;0,048433;Res_V_T70_176;0,014018;Res_V_T80_176;0,042575;Res_V_T90_176;0,021494;Res_V_T100_176;0,046388
Standard;:Standard_075;{-0.93, 0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;2,345853;Res_V_T10_177;0,071169;Res_V_T20_177;0,060022;Res_V_T30_177;0,064138;Res_V_T40_177;0,061143;Res_V_T50_177;0,040652;Res_V_T60_177;0,054263;Res_V_T70_177;0,013187;Res_V_T80_177;0,04583;Res_V_T90_177;0,019647;Res_V_T100_177;0,046645
Standard;:Standard_075;{-0.93, 0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;2,623552;Res_V_T10_178;0,063263;Res_V_T20_178;0,060769;Res_V_T30_178;0,063635;Res_V_T40_178;0,064995;Res_V_T50_178;0,045936;Res_V_T60_178;0,06133;Res_V_T70_178;0,017582;Res_V_T80_178;0,050423;Res_V_T90_178;0,018478;Res_V_T100_178;0,046307
Standard;:Standard_075;{-0.93, 0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;2,905688;Res_V_T10_179;0,0562;Res_V_T20_179;0,059678;Res_V_T30_179;0,059019;Res_V_T40_179;0,065043;Res_V_T50_179;0,045225;Res_V_T60_179;0,064449;Res_V_T70_179;0,023031;Res_V_T80_179;0,053649;Res_V_T90_179;0,021856;Res_V_T100_179;0,046014
Standard;:Standard_075;{-0.93, 1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;3,191085;Res_V_T10_180;0,050129;Res_V_T20_180;0,05756;Res_V_T30_180;0,052426;Res_V_T40_180;0,063048;Res_V_T50_180;0,039998;Res_V_T60_180;0,063867;Res_V_T70_180;0,027942;Res_V_T80_180;0,055166;Res_V_T90_180;0,035117;Res_V_T100_180;0,045695
Standard;:Standard_075;{-0.93, 1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;3,47894;Res_V_T10_181;0,046444;Res_V_T20_181;0,052592;Res_V_T30_181;0,045173;Res_V_T40_181;0,05548;Res_V_T50_181;0,033404;Res_V_T60_181;0,05582;Res_V_T70_181;0,032685;Res_V_T80_181;0,049462;Res_V_T90_181;0,065076;Res_V_T100_181;0,042908
Standard;:Standard_075;{-0.93, 1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;3,76869;Res_V_T10_182;0,039244;Res_V_T20_182;0,032066;Res_V_T30_182;0,03518;Res_V_T40_182;0,033418;Res_V_T50_182;0,025655;Res_V_T60_182;0,037317;Res_V_T70_182;0,046553;Res_V_T80_182;0,032666;Res_V_T90_182;0,11968;Res_V_T100_182;0,029317
Standard;:Standard_075;{-0.62, -1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;0,634449;Res_V_T10_183;0,048712;Res_V_T20_183;0,03126;Res_V_T30_183;0,024764;Res_V_T40_183;0,029705;Res_V_T50_183;0,025938;Res_V_T60_183;0,025239;Res_V_T70_183;0,037055;Res_V_T80_183;0,025864;Res_V_T90_183;0,043654;Res_V_T100_183;0,033009
Standard;:Standard_075;{-0.62, -1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;0,722859;Res_V_T10_184;0,054712;Res_V_T20_184;0,039091;Res_V_T30_184;0,032266;Res_V_T40_184;0,031812;Res_V_T50_184;0,026789;Res_V_T60_184;0,025109;Res_V_T70_184;0,035028;Res_V_T80_184;0,030254;Res_V_T90_184;0,040577;Res_V_T100_184;0,038875
Standard;:Standard_075;{-0.62, -1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;0,906932;Res_V_T10_185;0,059869;Res_V_T20_185;0,043464;Res_V_T30_185;0,037678;Res_V_T40_185;0,035368;Res_V_T50_185;0,025597;Res_V_T60_185;0,028145;Res_V_T70_185;0,030884;Res_V_T80_185;0,03311;Res_V_T90_185;0,035584;Res_V_T100_185;0,040927
Standard;:Standard_075;{-0.62, -0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;1,141282;Res_V_T10_186;0,066422;Res_V_T20_186;0,047987;Res_V_T30_186;0,043619;Res_V_T40_186;0,040749;Res_V_T50_186;0,024751;Res_V_T60_186;0,033196;Res_V_T70_186;0,025921;Res_V_T80_186;0,035962;Res_V_T90_186;0,030233;Res_V_T100_186;0,04319
Standard;:Standard_075;{-0.62, -0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;1,400901;Res_V_T10_187;0,072396;Res_V_T20_187;0,052168;Res_V_T30_187;0,050313;Res_V_T40_187;0,046741;Res_V_T50_187;0,026025;Res_V_T60_187;0,038905;Res_V_T70_187;0,020972;Res_V_T80_187;0,038419;Res_V_T90_187;0,02553;Res_V_T100_187;0,04507
Standard;:Standard_075;{-0.62, -0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;1,674074;Res_V_T10_188;0,076013;Res_V_T20_188;0,055743;Res_V_T30_188;0,057309;Res_V_T40_188;0,052523;Res_V_T50_188;0,029971;Res_V_T60_188;0,044653;Res_V_T70_188;0,016435;Res_V_T80_188;0,040709;Res_V_T90_188;0,021767;Res_V_T100_188;0,046273
Standard;:Standard_075;{-0.62, 0.0, -0.3};2;3,5;4;0,75;0,0534;3;5;1,955128;Res_V_T10_189;0,076317;Res_V_T20_189;0,058617;Res_V_T30_189;0,063595;Res_V_T40_189;0,057709;Res_V_T50_189;0,035768;Res_V_T60_189;0,050273;Res_V_T70_189;0,013197;Res_V_T80_189;0,043298;Res_V_T90_189;0,019038;Res_V_T100_189;0,047018
Standard;:Standard_075;{-0.62, 0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;2,241099;Res_V_T10_190;0,073505;Res_V_T20_190;0,060529;Res_V_T30_190;0,067748;Res_V_T40_190;0,062046;Res_V_T50_190;0,04178;Res_V_T60_190;0,055765;Res_V_T70_190;0,013474;Res_V_T80_190;0,046449;Res_V_T90_190;0,017768;Res_V_T100_190;0,047582
Standard;:Standard_075;{-0.62, 0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;2,530321;Res_V_T10_191;0,066574;Res_V_T20_191;0,061444;Res_V_T30_191;0,068035;Res_V_T40_191;0,065985;Res_V_T50_191;0,046693;Res_V_T60_191;0,062987;Res_V_T70_191;0,020534;Res_V_T80_191;0,051702;Res_V_T90_191;0,020721;Res_V_T100_191;0,04844
Standard;:Standard_075;{-0.62, 0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;2,821795;Res_V_T10_192;0,060834;Res_V_T20_192;0,061382;Res_V_T30_192;0,06452;Res_V_T40_192;0,066943;Res_V_T50_192;0,045922;Res_V_T60_192;0,066978;Res_V_T70_192;0,028063;Res_V_T80_192;0,056811;Res_V_T90_192;0,029545;Res_V_T100_192;0,050157
Standard;:Standard_075;{-0.62, 1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;3,114888;Res_V_T10_193;0,056396;Res_V_T20_193;0,060672;Res_V_T30_193;0,05962;Res_V_T40_193;0,06613;Res_V_T50_193;0,04098;Res_V_T60_193;0,06709;Res_V_T70_193;0,035726;Res_V_T80_193;0,060032;Res_V_T90_193;0,047537;Res_V_T100_193;0,052864
Standard;:Standard_075;{-0.62, 1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;3,409182;Res_V_T10_194;0,053353;Res_V_T20_194;0,055064;Res_V_T30_194;0,053093;Res_V_T40_194;0,057204;Res_V_T50_194;0,033363;Res_V_T60_194;0,056288;Res_V_T70_194;0,044618;Res_V_T80_194;0,052737;Res_V_T90_194;0,080013;Res_V_T100_194;0,050537
Standard;:Standard_075;{-0.62, 1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;3,704393;Res_V_T10_195;0,043608;Res_V_T20_195;0,034545;Res_V_T30_195;0,039296;Res_V_T40_195;0,035313;Res_V_T50_195;0,022365;Res_V_T60_195;0,041635;Res_V_T70_195;0,063204;Res_V_T80_195;0,039267;Res_V_T90_195;0,134369;Res_V_T100_195;0,033806
Standard;:Standard_075;{-0.31, -1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;0,337972;Res_V_T10_196;0,049963;Res_V_T20_196;0,05131;Res_V_T30_196;0,059478;Res_V_T40_196;0,049193;Res_V_T50_196;0,074599;Res_V_T60_196;0,052117;Res_V_T70_196;0,086679;Res_V_T80_196;0,054534;Res_V_T90_196;0,094547;Res_V_T100_196;0,052424
Standard;:Standard_075;{-0.31, -1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;0,483968;Res_V_T10_197;0,061937;Res_V_T20_197;0,04705;Res_V_T30_197;0,043386;Res_V_T40_197;0,041556;Res_V_T50_197;0,043331;Res_V_T60_197;0,036061;Res_V_T70_197;0,052952;Res_V_T80_197;0,039062;Res_V_T90_197;0,059571;Res_V_T100_197;0,045431
Standard;:Standard_075;{-0.31, -1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;0,730907;Res_V_T10_198;0,065295;Res_V_T20_198;0,047226;Res_V_T30_198;0,045124;Res_V_T40_198;0,041487;Res_V_T50_198;0,033543;Res_V_T60_198;0,035286;Res_V_T70_198;0,039009;Res_V_T80_198;0,037319;Res_V_T90_198;0,044775;Res_V_T100_198;0,043234
Standard;:Standard_075;{-0.31, -0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;1,007087;Res_V_T10_199;0,070441;Res_V_T20_199;0,050581;Res_V_T30_199;0,049354;Res_V_T40_199;0,045276;Res_V_T50_199;0,029654;Res_V_T60_199;0,038476;Res_V_T70_199;0,029739;Res_V_T80_199;0,038691;Res_V_T90_199;0,035058;Res_V_T100_199;0,044776
Standard;:Standard_075;{-0.31, -0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;1,293918;Res_V_T10_200;0,075611;Res_V_T20_200;0,054028;Res_V_T30_200;0,055103;Res_V_T40_200;0,05;Res_V_T50_200;0,029779;Res_V_T60_200;0,042861;Res_V_T70_200;0,022558;Res_V_T80_200;0,04026;Res_V_T90_200;0,02803;Res_V_T100_200;0,046359
Standard;:Standard_075;{-0.31, -0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;1,585631;Res_V_T10_201;0,078598;Res_V_T20_201;0,056941;Res_V_T30_201;0,061756;Res_V_T40_201;0,054556;Res_V_T50_201;0,033326;Res_V_T60_201;0,047544;Res_V_T70_201;0,017145;Res_V_T80_201;0,041852;Res_V_T90_201;0,023129;Res_V_T100_201;0,047321
Standard;:Standard_075;{-0.31, 0.0, -0.3};2;3,5;4;0,75;0,0534;3;5;1,879953;Res_V_T10_202;0,078454;Res_V_T20_202;0,059253;Res_V_T30_202;0,068212;Res_V_T40_202;0,058561;Res_V_T50_202;0,038944;Res_V_T60_202;0,052218;Res_V_T70_202;0,014671;Res_V_T80_202;0,043845;Res_V_T90_202;0,020379;Res_V_T100_202;0,047895
Standard;:Standard_075;{-0.31, 0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;2,175827;Res_V_T10_203;0,075672;Res_V_T20_203;0,060872;Res_V_T30_203;0,073024;Res_V_T40_203;0,061974;Res_V_T50_203;0,044817;Res_V_T60_203;0,056958;Res_V_T70_203;0,017314;Res_V_T80_203;0,046642;Res_V_T90_203;0,020559;Res_V_T100_203;0,048499
Standard;:Standard_075;{-0.31, 0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;2,472696;Res_V_T10_204;0,069981;Res_V_T20_204;0,062249;Res_V_T30_204;0,074981;Res_V_T40_204;0,065646;Res_V_T50_204;0,049993;Res_V_T60_204;0,064378;Res_V_T70_204;0,027751;Res_V_T80_204;0,052777;Res_V_T90_204;0,02762;Res_V_T100_204;0,050635
Standard;:Standard_075;{-0.31, 0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;2,770239;Res_V_T10_205;0,06611;Res_V_T20_205;0,063402;Res_V_T30_205;0,073103;Res_V_T40_205;0,06766;Res_V_T50_205;0,050299;Res_V_T60_205;0,069347;Res_V_T70_205;0,038414;Res_V_T80_205;0,060101;Res_V_T90_205;0,039755;Res_V_T100_205;0,054514
Standard;:Standard_075;{-0.31, 1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;3,068261;Res_V_T10_206;0,062627;Res_V_T20_206;0,063904;Res_V_T30_206;0,067302;Res_V_T40_206;0,068749;Res_V_T50_206;0,046534;Res_V_T60_206;0,069248;Res_V_T70_206;0,051279;Res_V_T80_206;0,063766;Res_V_T90_206;0,059914;Res_V_T100_206;0,058936
Standard;:Standard_075;{-0.31, 1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;3,366634;Res_V_T10_207;0,054142;Res_V_T20_207;0,057593;Res_V_T30_207;0,054012;Res_V_T40_207;0,059361;Res_V_T50_207;0,038203;Res_V_T60_207;0,053649;Res_V_T70_207;0,068053;Res_V_T80_207;0,053179;Res_V_T90_207;0,091576;Res_V_T100_207;0,053873
Standard;:Standard_075;{-0.31, 1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;3,665273;Res_V_T10_208;0,039226;Res_V_T20_208;0,038983;Res_V_T30_208;0,027584;Res_V_T40_208;0,036307;Res_V_T50_208;0,031311;Res_V_T60_208;0,050202;Res_V_T70_208;0,092729;Res_V_T80_208;0,06432;Res_V_T90_208;0,138666;Res_V_T100_208;0,050566
Standard;:Standard_075;{0.0, -1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;0,134629;Res_V_T10_209;0,203522;Res_V_T20_209;0,196166;Res_V_T30_209;0,210671;Res_V_T40_209;0,199896;Res_V_T50_209;0,212503;Res_V_T60_209;0,204114;Res_V_T70_209;0,212603;Res_V_T80_209;0,204561;Res_V_T90_209;0,210733;Res_V_T100_209;0,204118
Standard;:Standard_075;{0.0, -1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;0,371652;Res_V_T10_210;0,059091;Res_V_T20_210;0,04291;Res_V_T30_210;0,048872;Res_V_T40_210;0,039606;Res_V_T50_210;0,05394;Res_V_T60_210;0,036862;Res_V_T70_210;0,06362;Res_V_T80_210;0,037336;Res_V_T90_210;0,06989;Res_V_T100_210;0,037872
Standard;:Standard_075;{0.0, -1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;0,66191;Res_V_T10_211;0,066249;Res_V_T20_211;0,047243;Res_V_T30_211;0,047805;Res_V_T40_211;0,04261;Res_V_T50_211;0,037089;Res_V_T60_211;0,037224;Res_V_T70_211;0,04252;Res_V_T80_211;0,037638;Res_V_T90_211;0,048604;Res_V_T100_211;0,042029
Standard;:Standard_075;{0.0, -0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;0,958188;Res_V_T10_212;0,071378;Res_V_T20_212;0,050913;Res_V_T30_212;0,051158;Res_V_T40_212;0,046304;Res_V_T50_212;0,03153;Res_V_T60_212;0,040042;Res_V_T70_212;0,031201;Res_V_T80_212;0,039208;Res_V_T90_212;0,037015;Res_V_T100_212;0,044654
Standard;:Standard_075;{0.0, -0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;1,256234;Res_V_T10_213;0,076312;Res_V_T20_213;0,054175;Res_V_T30_213;0,056485;Res_V_T40_213;0,050584;Res_V_T50_213;0,031134;Res_V_T60_213;0,04393;Res_V_T70_213;0,023222;Res_V_T80_213;0,04053;Res_V_T90_213;0,029242;Res_V_T100_213;0,046268
Standard;:Standard_075;{0.0, -0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;1,555032;Res_V_T10_214;0,07904;Res_V_T20_214;0,056884;Res_V_T30_214;0,063026;Res_V_T40_214;0,054718;Res_V_T50_214;0,034501;Res_V_T60_214;0,048189;Res_V_T70_214;0,017643;Res_V_T80_214;0,041842;Res_V_T90_214;0,0241;Res_V_T100_214;0,047084
Standard;:Standard_075;{0.0, 0.0, -0.3};2;3,5;4;0,75;0,0534;3;5;1,854218;Res_V_T10_215;0,078756;Res_V_T20_215;0,059056;Res_V_T30_215;0,069665;Res_V_T40_215;0,058385;Res_V_T50_215;0,040045;Res_V_T60_215;0,052504;Res_V_T70_215;0,015627;Res_V_T80_215;0,043562;Res_V_T90_215;0,021492;Res_V_T100_215;0,047483
Standard;:Standard_075;{0.0, 0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;2,153631;Res_V_T10_216;0,076053;Res_V_T20_216;0,060634;Res_V_T30_216;0,075026;Res_V_T40_216;0,061578;Res_V_T50_216;0,045947;Res_V_T60_216;0,056953;Res_V_T70_216;0,019099;Res_V_T80_216;0,046142;Res_V_T90_216;0,022185;Res_V_T100_216;0,047931
Standard;:Standard_075;{0.0, 0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;2,453187;Res_V_T10_217;0,070991;Res_V_T20_217;0,062107;Res_V_T30_217;0,078284;Res_V_T40_217;0,065164;Res_V_T50_217;0,051684;Res_V_T60_217;0,064194;Res_V_T70_217;0,030751;Res_V_T80_217;0,052183;Res_V_T90_217;0,030273;Res_V_T100_217;0,049976
Standard;:Standard_075;{0.0, 0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;2,752839;Res_V_T10_218;0,067769;Res_V_T20_218;0,063437;Res_V_T30_218;0,076665;Res_V_T40_218;0,067304;Res_V_T50_218;0,053119;Res_V_T60_218;0,069241;Res_V_T70_218;0,042949;Res_V_T80_218;0,059681;Res_V_T90_218;0,043094;Res_V_T100_218;0,053982
Standard;:Standard_075;{0.0, 1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;3,05256;Res_V_T10_219;0,06347;Res_V_T20_219;0,064098;Res_V_T30_219;0,067732;Res_V_T40_219;0,068584;Res_V_T50_219;0,051573;Res_V_T60_219;0,069213;Res_V_T70_219;0,059063;Res_V_T80_219;0,063754;Res_V_T90_219;0,063481;Res_V_T100_219;0,058682
Standard;:Standard_075;{0.0, 1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;3,352331;Res_V_T10_220;0,050555;Res_V_T20_220;0,057555;Res_V_T30_220;0,049186;Res_V_T40_220;0,059402;Res_V_T50_220;0,052149;Res_V_T60_220;0,05404;Res_V_T70_220;0,082782;Res_V_T80_220;0,053659;Res_V_T90_220;0,09389;Res_V_T100_220;0,053575
Standard;:Standard_075;{0.0, 1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;3,65214;Res_V_T10_221;0,063192;Res_V_T20_221;0,040472;Res_V_T30_221;0,054005;Res_V_T40_221;0,037741;Res_V_T50_221;0,07123;Res_V_T60_221;0,04998;Res_V_T70_221;0,117559;Res_V_T80_221;0,065801;Res_V_T90_221;0,136304;Res_V_T100_221;0,051944
Standard;:Standard_075;{0.31, -1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;0,337972;Res_V_T10_222;0,058994;Res_V_T20_222;0,057522;Res_V_T30_222;0,067847;Res_V_T40_222;0,055183;Res_V_T50_222;0,082717;Res_V_T60_222;0,058292;Res_V_T70_222;0,091401;Res_V_T80_222;0,062011;Res_V_T90_222;0,097936;Res_V_T100_222;0,060812
Standard;:Standard_075;{0.31, -1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;0,483968;Res_V_T10_223;0,061786;Res_V_T20_223;0,048981;Res_V_T30_223;0,04422;Res_V_T40_223;0,043441;Res_V_T50_223;0,045382;Res_V_T60_223;0,038307;Res_V_T70_223;0,054062;Res_V_T80_223;0,041123;Res_V_T90_223;0,059915;Res_V_T100_223;0,046142
Standard;:Standard_075;{0.31, -1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;0,730907;Res_V_T10_224;0,06504;Res_V_T20_224;0,047482;Res_V_T30_224;0,045244;Res_V_T40_224;0,041953;Res_V_T50_224;0,0342;Res_V_T60_224;0,036266;Res_V_T70_224;0,039253;Res_V_T80_224;0,037804;Res_V_T90_224;0,044717;Res_V_T100_224;0,042917
Standard;:Standard_075;{0.31, -0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;1,007087;Res_V_T10_225;0,069984;Res_V_T20_225;0,049905;Res_V_T30_225;0,049197;Res_V_T40_225;0,044846;Res_V_T50_225;0,029883;Res_V_T60_225;0,038649;Res_V_T70_225;0,029664;Res_V_T80_225;0,038433;Res_V_T90_225;0,034905;Res_V_T100_225;0,043781
Standard;:Standard_075;{0.31, -0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;1,293918;Res_V_T10_226;0,075147;Res_V_T20_226;0,052916;Res_V_T30_226;0,054863;Res_V_T40_226;0,049041;Res_V_T50_226;0,029832;Res_V_T60_226;0,042499;Res_V_T70_226;0,022349;Res_V_T80_226;0,03961;Res_V_T90_226;0,027863;Res_V_T100_226;0,044942
Standard;:Standard_075;{0.31, -0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;1,585631;Res_V_T10_227;0,078164;Res_V_T20_227;0,055632;Res_V_T30_227;0,061606;Res_V_T40_227;0,053311;Res_V_T50_227;0,03328;Res_V_T60_227;0,046803;Res_V_T70_227;0,016919;Res_V_T80_227;0,040914;Res_V_T90_227;0,023004;Res_V_T100_227;0,045588
Standard;:Standard_075;{0.31, 0.0, -0.3};2;3,5;4;0,75;0,0534;3;5;1,879953;Res_V_T10_228;0,07806;Res_V_T20_228;0,057893;Res_V_T30_228;0,068315;Res_V_T40_228;0,057229;Res_V_T50_228;0,038843;Res_V_T60_228;0,051209;Res_V_T70_228;0,014604;Res_V_T80_228;0,042626;Res_V_T90_228;0,020391;Res_V_T100_228;0,045878
Standard;:Standard_075;{0.31, 0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;2,175827;Res_V_T10_229;0,07527;Res_V_T20_229;0,059558;Res_V_T30_229;0,073516;Res_V_T40_229;0,06069;Res_V_T50_229;0,04473;Res_V_T60_229;0,055688;Res_V_T70_229;0,017583;Res_V_T80_229;0,045104;Res_V_T90_229;0,020867;Res_V_T100_229;0,046172
Standard;:Standard_075;{0.31, 0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;2,472696;Res_V_T10_230;0,069528;Res_V_T20_230;0,060899;Res_V_T30_230;0,076176;Res_V_T40_230;0,064434;Res_V_T50_230;0,050189;Res_V_T60_230;0,062364;Res_V_T70_230;0,028556;Res_V_T80_230;0,050345;Res_V_T90_230;0,028577;Res_V_T100_230;0,047583
Standard;:Standard_075;{0.31, 0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;2,770239;Res_V_T10_231;0,065545;Res_V_T20_231;0,061806;Res_V_T30_231;0,074658;Res_V_T40_231;0,066119;Res_V_T50_231;0,050977;Res_V_T60_231;0,066985;Res_V_T70_231;0,039924;Res_V_T80_231;0,056531;Res_V_T90_231;0,0412;Res_V_T100_231;0,050512
Standard;:Standard_075;{0.31, 1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;3,068261;Res_V_T10_232;0,061872;Res_V_T20_232;0,062121;Res_V_T30_232;0,068101;Res_V_T40_232;0,066545;Res_V_T50_232;0,047789;Res_V_T60_232;0,067602;Res_V_T70_232;0,054293;Res_V_T80_232;0,061161;Res_V_T90_232;0,061626;Res_V_T100_232;0,054416
Standard;:Standard_075;{0.31, 1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;3,366634;Res_V_T10_233;0,053893;Res_V_T20_233;0,056456;Res_V_T30_233;0,052322;Res_V_T40_233;0,05838;Res_V_T50_233;0,041183;Res_V_T60_233;0,056527;Res_V_T70_233;0,074072;Res_V_T80_233;0,053908;Res_V_T90_233;0,09284;Res_V_T100_233;0,052106
Standard;:Standard_075;{0.31, 1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;3,665273;Res_V_T10_234;0,031933;Res_V_T20_234;0,037068;Res_V_T30_234;0,024198;Res_V_T40_234;0,036507;Res_V_T50_234;0,041042;Res_V_T60_234;0,042825;Res_V_T70_234;0,102918;Res_V_T80_234;0,044679;Res_V_T90_234;0,137998;Res_V_T100_234;0,035848
Standard;:Standard_075;{0.62, -1.8, -0.3};2;3,5;4;0,75;0,0534;3;5;0,634449;Res_V_T10_235;0,046945;Res_V_T20_235;0,030512;Res_V_T30_235;0,02442;Res_V_T40_235;0,028654;Res_V_T50_235;0,027808;Res_V_T60_235;0,024995;Res_V_T70_235;0,037873;Res_V_T80_235;0,026415;Res_V_T90_235;0,043292;Res_V_T100_235;0,032396
Standard;:Standard_075;{0.62, -1.5, -0.3};2;3,5;4;0,75;0,0534;3;5;0,722859;Res_V_T10_236;0,054585;Res_V_T20_236;0,03944;Res_V_T30_236;0,032401;Res_V_T40_236;0,032553;Res_V_T50_236;0,027908;Res_V_T60_236;0,026386;Res_V_T70_236;0,035369;Res_V_T80_236;0,031126;Res_V_T90_236;0,040108;Res_V_T100_236;0,038777
Standard;:Standard_075;{0.62, -1.2, -0.3};2;3,5;4;0,75;0,0534;3;5;0,906932;Res_V_T10_237;0,059472;Res_V_T20_237;0,042563;Res_V_T30_237;0,037588;Res_V_T40_237;0,035262;Res_V_T50_237;0,026189;Res_V_T60_237;0,028972;Res_V_T70_237;0,030901;Res_V_T80_237;0,033053;Res_V_T90_237;0,035071;Res_V_T100_237;0,039716
Standard;:Standard_075;{0.62, -0.9, -0.3};2;3,5;4;0,75;0,0534;3;5;1,141282;Res_V_T10_238;0,065855;Res_V_T20_238;0,045947;Res_V_T30_238;0,043303;Res_V_T40_238;0,039479;Res_V_T50_238;0,024982;Res_V_T60_238;0,033093;Res_V_T70_238;0,025697;Res_V_T80_238;0,035068;Res_V_T90_238;0,029643;Res_V_T100_238;0,040942
Standard;:Standard_075;{0.62, -0.6, -0.3};2;3,5;4;0,75;0,0534;3;5;1,400901;Res_V_T10_239;0,071932;Res_V_T20_239;0,049335;Res_V_T30_239;0,049947;Res_V_T40_239;0,04442;Res_V_T50_239;0,025989;Res_V_T60_239;0,037849;Res_V_T70_239;0,020577;Res_V_T80_239;0,036901;Res_V_T90_239;0,024857;Res_V_T100_239;0,042008
Standard;:Standard_075;{0.62, -0.3, -0.3};2;3,5;4;0,75;0,0534;3;5;1,674074;Res_V_T10_240;0,075753;Res_V_T20_240;0,052358;Res_V_T30_240;0,05714;Res_V_T40_240;0,0493;Res_V_T50_240;0,029726;Res_V_T60_240;0,042678;Res_V_T70_240;0,015908;Res_V_T80_240;0,038599;Res_V_T90_240;0,021011;Res_V_T100_240;0,042537
Standard;:Standard_075;{0.62, 0.0, -0.3};2;3,5;4;0,75;0,0534;3;5;1,955128;Res_V_T10_241;0,076184;Res_V_T20_241;0,054903;Res_V_T30_241;0,063831;Res_V_T40_241;0,053753;Res_V_T50_241;0,035362;Res_V_T60_241;0,047389;Res_V_T70_241;0,01263;Res_V_T80_241;0,040481;Res_V_T90_241;0,018257;Res_V_T100_241;0,042684
