RoomID	RoomType	OriginID	OriginPoint	Height	Width	Depth	WFR	OutdoorVelocity	OutdoorTemperature	DistanceFromWindow	PointID	Point	ResultID_T10	T_10	ResultID_T20	T_20	ResultID_T30	T_30	ResultID_T40	T_40	ResultID_T50	T_50	ResultID_T60	T_60	ResultID_T70	T_70	ResultID_T80	T_80	ResultID_T90	T_90	ResultID_T100	T_100
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.601475	SR_P11	"{-1.55, 1.2, -1.3}"	Res_T10_11	0.096655	Res_T20_11	0.102701	Res_T30_11	0.095231	Res_T40_11	0.104605	Res_T50_11	0.105903	Res_T60_11	0.112403	Res_T70_11	0.13512	Res_T80_11	0.114684	Res_T90_11	0.168911	Res_T100_11	0.102617
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.858837	SR_P12	"{-1.55, 1.5, -1.3}"	Res_T10_12	0.08033	Res_T20_12	0.082742	Res_T30_12	0.080077	Res_T40_12	0.085245	Res_T50_12	0.086328	Res_T60_12	0.093132	Res_T70_12	0.103147	Res_T80_12	0.093131	Res_T90_12	0.135407	Res_T100_12	0.08093
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	4.121969	SR_P13	"{-1.55, 1.8, -1.3}"	Res_T10_13	0.065332	Res_T20_13	0.091429	Res_T30_13	0.064279	Res_T40_13	0.089406	Res_T50_13	0.064738	Res_T60_13	0.09003	Res_T70_13	0.067505	Res_T80_13	0.09098	Res_T90_13	0.083235	Res_T100_13	0.085593
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.67503	SR_P14	"{-1.24, -1.8, -1.3}"	Res_T10_14	0.183333	Res_T20_14	0.166887	Res_T30_14	0.187967	Res_T40_14	0.169024	Res_T50_14	0.190745	Res_T60_14	0.168825	Res_T70_14	0.194022	Res_T80_14	0.168949	Res_T90_14	0.198186	Res_T100_14	0.170245
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.710475	SR_P15	"{-1.24, -1.5, -1.3}"	Res_T10_15	0.131708	Res_T20_15	0.12703	Res_T30_15	0.133276	Res_T40_15	0.12827	Res_T50_15	0.137473	Res_T60_15	0.127135	Res_T70_15	0.140429	Res_T80_15	0.126742	Res_T90_15	0.144255	Res_T100_15	0.128156
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.79603	SR_P16	"{-1.24, -1.2, -1.3}"	Res_T10_16	0.126929	Res_T20_16	0.126512	Res_T30_16	0.129223	Res_T40_16	0.126123	Res_T50_16	0.137871	Res_T60_16	0.126025	Res_T70_16	0.142147	Res_T80_16	0.12684	Res_T90_16	0.146607	Res_T100_16	0.128451
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.925026	SR_P17	"{-1.24, -0.9, -1.3}"	Res_T10_17	0.123464	Res_T20_17	0.12555	Res_T30_17	0.125766	Res_T40_17	0.123668	Res_T50_17	0.140397	Res_T60_17	0.125231	Res_T70_17	0.147724	Res_T80_17	0.127733	Res_T90_17	0.153827	Res_T100_17	0.128704
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.089432	SR_P18	"{-1.24, -0.6, -1.3}"	Res_T10_18	0.120151	Res_T20_18	0.123714	Res_T30_18	0.121368	Res_T40_18	0.120797	Res_T50_18	0.141205	Res_T60_18	0.123757	Res_T70_18	0.152926	Res_T80_18	0.12787	Res_T90_18	0.161231	Res_T100_18	0.127748
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.281606	SR_P19	"{-1.24, -0.3, -1.3}"	Res_T10_19	0.117191	Res_T20_19	0.12128	Res_T30_19	0.116075	Res_T40_19	0.117863	Res_T50_19	0.139217	Res_T60_19	0.121727	Res_T70_19	0.157274	Res_T80_19	0.127324	Res_T90_19	0.16911	Res_T100_19	0.125946
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.49514	SR_P20	"{-1.24, 0.0, -1.3}"	Res_T10_20	0.115146	Res_T20_20	0.119049	Res_T30_20	0.112036	Res_T40_20	0.116033	Res_T50_20	0.135181	Res_T60_20	0.120421	Res_T70_20	0.159045	Res_T80_20	0.12674	Res_T90_20	0.17486	Res_T100_20	0.1242
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.725018	SR_P21	"{-1.24, 0.3, -1.3}"	Res_T10_21	0.113201	Res_T20_21	0.116486	Res_T30_21	0.108473	Res_T40_21	0.114598	Res_T50_21	0.12924	Res_T60_21	0.11953	Res_T70_21	0.158267	Res_T80_21	0.125744	Res_T90_21	0.178887	Res_T100_21	0.121777
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.967444	SR_P22	"{-1.24, 0.6, -1.3}"	Res_T10_22	0.109342	Res_T20_22	0.112114	Res_T30_22	0.103829	Res_T40_22	0.111953	Res_T50_22	0.120351	Res_T60_22	0.11806	Res_T70_22	0.152788	Res_T80_22	0.123579	Res_T90_22	0.179864	Res_T100_22	0.116943
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.219585	SR_P23	"{-1.24, 0.9, -1.3}"	Res_T10_23	0.103525	Res_T20_23	0.106153	Res_T30_23	0.098605	Res_T40_23	0.107541	Res_T50_23	0.110383	Res_T60_23	0.114916	Res_T70_23	0.142561	Res_T80_23	0.119219	Res_T90_23	0.175301	Res_T100_23	0.10969
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.479328	SR_P24	"{-1.24, 1.2, -1.3}"	Res_T10_24	0.094712	Res_T20_24	0.09731	Res_T30_24	0.091185	Res_T40_24	0.099959	Res_T50_24	0.09775	Res_T60_24	0.108386	Res_T70_24	0.125315	Res_T80_24	0.11096	Res_T90_24	0.162468	Res_T100_24	0.098726
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.745093	SR_P25	"{-1.24, 1.5, -1.3}"	Res_T10_25	0.076745	Res_T20_25	0.077636	Res_T30_25	0.074994	Res_T40_25	0.080971	Res_T50_25	0.076205	Res_T60_25	0.089361	Res_T70_25	0.092791	Res_T80_25	0.089547	Res_T90_25	0.129794	Res_T100_25	0.076166
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	4.015685	SR_P26	"{-1.24, 1.8, -1.3}"	Res_T10_26	0.066931	Res_T20_26	0.067345	Res_T30_26	0.067171	Res_T40_26	0.07218	Res_T50_26	0.064946	Res_T60_26	0.079432	Res_T70_26	0.06419	Res_T80_26	0.075835	Res_T90_26	0.0833	Res_T100_26	0.063065
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.460488	SR_P27	"{-0.93, -1.8, -1.3}"	Res_T10_27	0.198089	Res_T20_27	0.181574	Res_T30_27	0.203723	Res_T40_27	0.184056	Res_T50_27	0.20632	Res_T60_27	0.18437	Res_T70_27	0.21263	Res_T80_27	0.184181	Res_T90_27	0.214442	Res_T100_27	0.184143
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.501008	SR_P28	"{-0.93, -1.5, -1.3}"	Res_T10_28	0.164467	Res_T20_28	0.158142	Res_T30_28	0.170162	Res_T40_28	0.159956	Res_T50_28	0.174169	Res_T60_28	0.159932	Res_T70_28	0.181265	Res_T80_28	0.159169	Res_T90_28	0.181687	Res_T100_28	0.159047
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.597819	SR_P29	"{-0.93, -1.2, -1.3}"	Res_T10_29	0.163	Res_T20_29	0.1601	Res_T30_29	0.170624	Res_T40_29	0.159851	Res_T50_29	0.178958	Res_T60_29	0.160763	Res_T70_29	0.187142	Res_T80_29	0.161634	Res_T90_29	0.18853	Res_T100_29	0.162111
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.741558	SR_P30	"{-0.93, -0.9, -1.3}"	Res_T10_30	0.155652	Res_T20_30	0.155053	Res_T30_30	0.162681	Res_T40_30	0.152899	Res_T50_30	0.176231	Res_T60_30	0.155079	Res_T70_30	0.185712	Res_T80_30	0.157772	Res_T90_30	0.189414	Res_T100_30	0.158305
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.921724	SR_P31	"{-0.93, -0.6, -1.3}"	Res_T10_31	0.146044	Res_T20_31	0.147051	Res_T30_31	0.15061	Res_T40_31	0.143633	Res_T50_31	0.168813	Res_T60_31	0.147006	Res_T70_31	0.180673	Res_T80_31	0.151303	Res_T90_31	0.187804	Res_T100_31	0.151433
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.12909	SR_P32	"{-0.93, -0.3, -1.3}"	Res_T10_32	0.135001	Res_T20_32	0.136648	Res_T30_32	0.135536	Res_T40_32	0.132859	Res_T50_32	0.156873	Res_T60_32	0.137253	Res_T70_32	0.173376	Res_T80_32	0.142911	Res_T90_32	0.185726	Res_T100_32	0.142125
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.356486	SR_P33	"{-0.93, 0.0, -1.3}"	Res_T10_33	0.126781	Res_T20_33	0.128132	Res_T30_33	0.123728	Res_T40_33	0.124927	Res_T50_33	0.145088	Res_T60_33	0.129928	Res_T70_33	0.166739	Res_T80_33	0.136213	Res_T90_33	0.184736	Res_T100_33	0.134358
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.598658	SR_P34	"{-0.93, 0.3, -1.3}"	Res_T10_34	0.1198	Res_T20_34	0.120228	Res_T30_34	0.113304	Res_T40_34	0.118197	Res_T50_34	0.132471	Res_T60_34	0.123825	Res_T70_34	0.159387	Res_T80_34	0.130184	Res_T90_34	0.183946	Res_T100_34	0.126938
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.851846	SR_P35	"{-0.93, 0.6, -1.3}"	Res_T10_35	0.112964	Res_T20_35	0.111795	Res_T30_35	0.10293	Res_T40_35	0.111437	Res_T50_35	0.117037	Res_T60_35	0.11798	Res_T70_35	0.148675	Res_T80_35	0.123677	Res_T90_35	0.181283	Res_T100_35	0.118425
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.113362	SR_P36	"{-0.93, 0.9, -1.3}"	Res_T10_36	0.106354	Res_T20_36	0.104201	Res_T30_36	0.09461	Res_T40_36	0.105488	Res_T50_36	0.10337	Res_T60_36	0.113285	Res_T70_36	0.13637	Res_T80_36	0.118084	Res_T90_36	0.174823	Res_T100_36	0.110041
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.381276	SR_P37	"{-0.93, 1.2, -1.3}"	Res_T10_37	0.097375	Res_T20_37	0.094822	Res_T30_37	0.08561	Res_T40_37	0.097601	Res_T50_37	0.088393	Res_T60_37	0.10638	Res_T70_37	0.119626	Res_T80_37	0.109788	Res_T90_37	0.16096	Res_T100_37	0.09855
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.654179	SR_P38	"{-0.93, 1.5, -1.3}"	Res_T10_38	0.080132	Res_T20_38	0.074935	Res_T30_38	0.070577	Res_T40_38	0.079072	Res_T50_38	0.067465	Res_T60_38	0.087416	Res_T70_38	0.09111	Res_T80_38	0.088115	Res_T90_38	0.128482	Res_T100_38	0.07469
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.931034	SR_P39	"{-0.93, 1.8, -1.3}"	Res_T10_39	0.07318	Res_T20_39	0.063064	Res_T30_39	0.070745	Res_T40_39	0.071303	Res_T50_39	0.063986	Res_T60_39	0.077724	Res_T70_39	0.066773	Res_T80_39	0.071788	Res_T90_39	0.086807	Res_T100_39	0.056837
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.285506	SR_P40	"{-0.62, -1.8, -1.3}"	Res_T10_40	0.215641	Res_T20_40	0.196755	Res_T30_40	0.223077	Res_T40_40	0.1994	Res_T50_40	0.225576	Res_T60_40	0.200318	Res_T70_40	0.23325	Res_T80_40	0.1999	Res_T90_40	0.232101	Res_T100_40	0.199332
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.331362	SR_P41	"{-0.62, -1.5, -1.3}"	Res_T10_41	0.21084	Res_T20_41	0.203025	Res_T30_41	0.219322	Res_T40_41	0.204036	Res_T50_41	0.224786	Res_T60_41	0.204588	Res_T70_41	0.232662	Res_T80_41	0.204372	Res_T90_41	0.230189	Res_T100_41	0.20438
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.439627	SR_P42	"{-0.62, -1.2, -1.3}"	Res_T10_42	0.204526	Res_T20_42	0.20079	Res_T30_42	0.214249	Res_T40_42	0.199581	Res_T50_42	0.224548	Res_T60_42	0.20115	Res_T70_42	0.233295	Res_T80_42	0.20271	Res_T90_42	0.232712	Res_T100_42	0.202919
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.597662	SR_P43	"{-0.62, -0.9, -1.3}"	Res_T10_43	0.186069	Res_T20_43	0.184203	Res_T30_43	0.194791	Res_T40_43	0.181402	Res_T50_43	0.20926	Res_T60_43	0.184226	Res_T70_43	0.219324	Res_T80_43	0.187573	Res_T90_43	0.221981	Res_T100_43	0.187637
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.792352	SR_P44	"{-0.62, -0.6, -1.3}"	Res_T10_44	0.167177	Res_T20_44	0.166217	Res_T30_44	0.173161	Res_T40_44	0.162491	Res_T50_44	0.190912	Res_T60_44	0.166505	Res_T70_44	0.203113	Res_T80_44	0.171285	Res_T90_44	0.209744	Res_T100_44	0.171076
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.013088	SR_P45	"{-0.62, -0.3, -1.3}"	Res_T10_45	0.147948	Res_T20_45	0.147797	Res_T30_45	0.149033	Res_T40_45	0.143876	Res_T50_45	0.16973	Res_T60_45	0.148956	Res_T70_45	0.186102	Res_T80_45	0.15475	Res_T90_45	0.198318	Res_T100_45	0.153922
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.252227	SR_P46	"{-0.62, 0.0, -1.3}"	Res_T10_46	0.133984	Res_T20_46	0.134145	Res_T30_46	0.130557	Res_T40_46	0.130811	Res_T50_46	0.151677	Res_T60_46	0.136518	Res_T70_46	0.173223	Res_T80_46	0.142654	Res_T90_46	0.191378	Res_T100_46	0.140976
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.504501	SR_P47	"{-0.62, 0.3, -1.3}"	Res_T10_47	0.122316	Res_T20_47	0.122314	Res_T30_47	0.114619	Res_T40_47	0.120056	Res_T50_47	0.1339	Res_T60_47	0.126244	Res_T70_47	0.16109	Res_T80_47	0.132364	Res_T90_47	0.185877	Res_T100_47	0.129631
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.76632	SR_P48	"{-0.62, 0.6, -1.3}"	Res_T10_48	0.110915	Res_T20_48	0.11025	Res_T30_48	0.098882	Res_T40_48	0.109596	Res_T50_48	0.113685	Res_T60_48	0.116629	Res_T70_48	0.14647	Res_T80_48	0.122406	Res_T90_48	0.178715	Res_T100_48	0.117785
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.035214	SR_P49	"{-0.62, 0.9, -1.3}"	Res_T10_49	0.102332	Res_T20_49	0.101425	Res_T30_49	0.087698	Res_T40_49	0.102275	Res_T50_49	0.097127	Res_T60_49	0.110157	Res_T70_49	0.132081	Res_T80_49	0.115325	Res_T90_49	0.169194	Res_T100_49	0.108455
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.30946	SR_P50	"{-0.62, 1.2, -1.3}"	Res_T10_50	0.091989	Res_T20_50	0.091691	Res_T30_50	0.076415	Res_T40_50	0.094237	Res_T50_50	0.080603	Res_T60_50	0.103001	Res_T70_50	0.11478	Res_T80_50	0.10719	Res_T90_50	0.153011	Res_T100_50	0.096752
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.58783	SR_P51	"{-0.62, 1.5, -1.3}"	Res_T10_51	0.074525	Res_T20_51	0.073031	Res_T30_51	0.06057	Res_T40_51	0.077006	Res_T50_51	0.059954	Res_T60_51	0.08516	Res_T70_51	0.087406	Res_T80_51	0.086925	Res_T90_51	0.119667	Res_T100_51	0.07382
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.869435	SR_P52	"{-0.62, 1.8, -1.3}"	Res_T10_52	0.073168	Res_T20_52	0.066766	Res_T30_52	0.066844	Res_T40_52	0.073175	Res_T50_52	0.05945	Res_T60_52	0.077844	Res_T70_52	0.06563	Res_T80_52	0.074673	Res_T90_52	0.079956	Res_T100_52	0.061728
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.168	SR_P53	"{-0.31, -1.8, -1.3}"	Res_T10_53	0.227267	Res_T20_53	0.205353	Res_T30_53	0.243102	Res_T40_53	0.211153	Res_T50_53	0.248058	Res_T60_53	0.214324	Res_T70_53	0.256739	Res_T80_53	0.211749	Res_T90_53	0.252242	Res_T100_53	0.208741
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.218288	SR_P54	"{-0.31, -1.5, -1.3}"	Res_T10_54	0.273756	Res_T20_54	0.260222	Res_T30_54	0.286469	Res_T40_54	0.261935	Res_T50_54	0.292345	Res_T60_54	0.264176	Res_T70_54	0.297862	Res_T80_54	0.264678	Res_T90_54	0.292108	Res_T100_54	0.264691
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.335749	SR_P55	"{-0.31, -1.2, -1.3}"	Res_T10_55	0.255965	Res_T20_55	0.25139	Res_T30_55	0.268091	Res_T40_55	0.249727	Res_T50_55	0.280082	Res_T60_55	0.252665	Res_T70_55	0.286901	Res_T80_55	0.255312	Res_T90_55	0.284376	Res_T100_55	0.255262
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.504734	SR_P56	"{-0.31, -0.9, -1.3}"	Res_T10_56	0.216947	Res_T20_56	0.215378	Res_T30_56	0.22665	Res_T40_56	0.212158	Res_T50_56	0.243112	Res_T60_56	0.216232	Res_T70_56	0.252711	Res_T80_56	0.220758	Res_T90_56	0.254959	Res_T100_56	0.22038
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.710037	SR_P57	"{-0.31, -0.6, -1.3}"	Res_T10_57	0.184619	Res_T20_57	0.183731	Res_T30_57	0.190313	Res_T40_57	0.179789	Res_T50_57	0.209135	Res_T60_57	0.184824	Res_T70_57	0.221777	Res_T80_57	0.190672	Res_T90_57	0.228956	Res_T100_57	0.190128
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.940161	SR_P58	"{-0.31, -0.3, -1.3}"	Res_T10_58	0.157195	Res_T20_58	0.156559	Res_T30_58	0.157241	Res_T40_58	0.152437	Res_T50_58	0.177732	Res_T60_58	0.158342	Res_T70_58	0.194821	Res_T80_58	0.164828	Res_T90_58	0.207956	Res_T100_58	0.163863
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.187287	SR_P59	"{-0.31, 0.0, -1.3}"	Res_T10_59	0.138755	Res_T20_59	0.138948	Res_T30_59	0.13363	Res_T40_59	0.135272	Res_T50_59	0.154726	Res_T60_59	0.141642	Res_T70_59	0.177093	Res_T80_59	0.148108	Res_T90_59	0.195688	Res_T100_59	0.146637
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.446268	SR_P60	"{-0.31, 0.3, -1.3}"	Res_T10_60	0.123328	Res_T20_60	0.124212	Res_T30_60	0.113614	Res_T40_60	0.121482	Res_T50_60	0.133126	Res_T60_60	0.128221	Res_T70_60	0.161683	Res_T80_60	0.134425	Res_T90_60	0.186112	Res_T100_60	0.132193
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.713711	SR_P61	"{-0.31, 0.6, -1.3}"	Res_T10_61	0.108132	Res_T20_61	0.109701	Res_T30_61	0.09415	Res_T40_61	0.108514	Res_T50_61	0.109658	Res_T60_61	0.115857	Res_T70_61	0.144288	Res_T80_61	0.121743	Res_T90_61	0.174769	Res_T100_61	0.117991
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.987344	SR_P62	"{-0.31, 0.9, -1.3}"	Res_T10_62	0.096934	Res_T20_62	0.099344	Res_T30_62	0.08055	Res_T40_62	0.099589	Res_T50_62	0.091271	Res_T60_62	0.107563	Res_T70_62	0.128242	Res_T80_62	0.113086	Res_T90_62	0.161991	Res_T100_62	0.107324
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.265612	SR_P63	"{-0.31, 1.2, -1.3}"	Res_T10_63	0.084308	Res_T20_63	0.089302	Res_T30_63	0.067379	Res_T40_63	0.091455	Res_T50_63	0.074165	Res_T60_63	0.100176	Res_T70_63	0.109487	Res_T80_63	0.105123	Res_T90_63	0.143152	Res_T100_63	0.095734
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.547425	SR_P64	"{-0.31, 1.5, -1.3}"	Res_T10_64	0.063201	Res_T20_64	0.07122	Res_T30_64	0.049154	Res_T40_64	0.075463	Res_T50_64	0.052978	Res_T60_64	0.08404	Res_T70_64	0.079786	Res_T80_64	0.086892	Res_T90_64	0.108264	Res_T100_64	0.073359
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	3.832	SR_P65	"{-0.31, 1.8, -1.3}"	Res_T10_65	0.065173	Res_T20_65	0.067016	Res_T30_65	0.057001	Res_T40_65	0.074641	Res_T50_65	0.052436	Res_T60_65	0.078158	Res_T70_65	0.05677	Res_T80_65	0.077719	Res_T90_65	0.066584	Res_T100_65	0.064644
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.126111	SR_P66	"{0.0, -1.8, -1.3}"	Res_T10_66	0.157386	Res_T20_66	0.137982	Res_T30_66	0.16154	Res_T40_66	0.140029	Res_T50_66	0.165418	Res_T60_66	0.141046	Res_T70_66	0.165535	Res_T80_66	0.140006	Res_T90_66	0.16326	Res_T100_66	0.138693
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.178187	SR_P67	"{0.0, -1.5, -1.3}"	Res_T10_67	0.279251	Res_T20_67	0.254475	Res_T30_67	0.288826	Res_T40_67	0.255759	Res_T50_67	0.2916	Res_T60_67	0.258251	Res_T70_67	0.295108	Res_T80_67	0.260649	Res_T90_67	0.293387	Res_T100_67	0.261491
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.299279	SR_P68	"{0.0, -1.2, -1.3}"	Res_T10_68	0.281835	Res_T20_68	0.27574	Res_T30_68	0.293604	Res_T40_68	0.274683	Res_T50_68	0.304102	Res_T60_68	0.278776	Res_T70_68	0.308255	Res_T80_68	0.282864	Res_T90_68	0.306081	Res_T100_68	0.283515
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.472455	SR_P69	"{0.0, -0.9, -1.3}"	Res_T10_69	0.231197	Res_T20_69	0.23139	Res_T30_69	0.240067	Res_T40_69	0.228449	Res_T50_69	0.256045	Res_T60_69	0.233673	Res_T70_69	0.264574	Res_T80_69	0.239661	Res_T90_69	0.267764	Res_T100_69	0.240102
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.681703	SR_P70	"{0.0, -0.6, -1.3}"	Res_T10_70	0.190541	Res_T20_70	0.191303	Res_T30_70	0.194602	Res_T40_70	0.187363	Res_T50_70	0.212911	Res_T60_70	0.193179	Res_T70_70	0.225635	Res_T80_70	0.200328	Res_T90_70	0.23441	Res_T100_70	0.200546
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	1.915235	SR_P71	"{0.0, -0.3, -1.3}"	Res_T10_71	0.159103	Res_T20_71	0.159589	Res_T30_71	0.157389	Res_T40_71	0.15536	Res_T50_71	0.177206	Res_T60_71	0.161737	Res_T70_71	0.194885	Res_T80_71	0.169155	Res_T90_71	0.20961	Res_T100_71	0.168695
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.165208	SR_P72	"{0.0, 0.0, -1.3}"	Res_T10_72	0.139482	Res_T20_72	0.140316	Res_T30_72	0.132474	Res_T40_72	0.1364	Res_T50_72	0.153026	Res_T60_72	0.143073	Res_T70_72	0.175969	Res_T80_72	0.150182	Res_T90_72	0.195842	Res_T100_72	0.149078
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.426546	SR_P73	"{0.0, 0.3, -1.3}"	Res_T10_73	0.123158	Res_T20_73	0.124729	Res_T30_73	0.1116	Res_T40_73	0.121788	Res_T50_73	0.13076	Res_T60_73	0.128782	Res_T70_73	0.160102	Res_T80_73	0.13533	Res_T90_73	0.18525	Res_T100_73	0.133452
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.695946	SR_P74	"{0.0, 0.6, -1.3}"	Res_T10_74	0.107074	Res_T20_74	0.109563	Res_T30_74	0.091493	Res_T40_74	0.108209	Res_T50_74	0.106822	Res_T60_74	0.115691	Res_T70_74	0.142232	Res_T80_74	0.121676	Res_T90_74	0.172783	Res_T100_74	0.118415
Standard_00534	Standard	SR_OriginPoint	"{0, 0, 0}"	0.1	3.5	4	0.0534	3	5	2.971216	SR_P75	"{0.0, 0.9, -1.3}"	Res_T10_75	0.095145	Res_T20_75	0.098777	Res_T30_75	0.077613	Res_T40_75	0.098933	Res_T50_75	0.088358	Res_T60_75	0.106941	Res_T70_75	0.125771	Res_T80_75	0.112447	Res_T90_75	0.158998	Res_T100_75	0.107293
